NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;
67;1;41;2:16.436;0;;38.995;0;1:02.251;0;35.190;0;184.8;1:53:10.970;15:24:14.532;0:38.995;1:02.251;0:35.190;267.6;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;42;2:16.682;0;;39.071;0;1:02.377;0;35.234;0;184.5;1:55:27.652;15:26:31.214;0:39.071;1:02.377;0:35.234;267.6;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;43;3:19.900;0;B;39.103;0;1:12.651;0;1:28.146;0;126.1;1:58:47.552;15:29:51.114;0:39.103;1:12.651;1:28.146;268.9;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;44;4:38.482;0;;2:09.212;0;1:52.575;0;36.695;0;90.5;2:03:26.034;15:34:29.596;2:09.212;1:52.575;0:36.695;80.0;Andy PRIAULX;0:00:50.053;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;45;2:18.053;0;;40.710;0;1:02.704;0;34.639;2;182.6;2:05:44.087;15:36:47.649;0:40.710;1:02.704;0:34.639;263.0;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;46;2:14.914;2;;38.915;0;1:01.337;2;34.662;0;186.9;2:07:59.001;15:39:02.563;0:38.915;1:01.337;0:34.662;266.9;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;47;2:15.376;0;;38.809;2;1:01.503;0;35.064;0;186.3;2:10:14.377;15:41:17.939;0:38.809;1:01.503;0:35.064;268.2;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;48;2:15.863;0;;38.929;0;1:01.800;0;35.134;0;185.6;2:12:30.240;15:43:33.802;0:38.929;1:01.800;0:35.134;268.9;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;49;2:34.430;0;;39.420;0;1:01.977;0;53.033;0;163.3;2:15:04.670;15:46:08.232;0:39.420;1:01.977;0:53.033;267.6;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;50;5:08.610;0;;1:40.744;0;2:07.579;0;1:20.287;0;81.7;2:20:13.280;15:51:16.842;1:40.744;2:07.579;1:20.287;80.1;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;51;2:19.411;0;;40.291;0;1:04.114;0;35.006;0;180.9;2:22:32.691;15:53:36.253;0:40.291;1:04.114;0:35.006;264.9;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;52;2:16.315;0;;39.279;0;1:01.901;0;35.135;0;185.0;2:24:49.006;15:55:52.568;0:39.279;1:01.901;0:35.135;266.2;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;53;2:16.068;0;;39.085;0;1:01.934;0;35.049;0;185.3;2:27:05.074;15:58:08.636;0:39.085;1:01.934;0:35.049;267.6;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;54;2:17.273;0;;39.029;0;1:03.107;0;35.137;0;183.7;2:29:22.347;16:00:25.909;0:39.029;1:03.107;0:35.137;267.6;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;55;2:17.128;0;;39.208;0;1:02.550;0;35.370;0;183.9;2:31:39.475;16:02:43.037;0:39.208;1:02.550;0:35.370;266.9;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;56;2:19.299;0;;39.126;0;1:03.636;0;36.537;0;181.0;2:33:58.774;16:05:02.336;0:39.126;1:03.636;0:36.537;266.9;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;57;2:18.329;0;;39.286;0;1:03.804;0;35.239;0;182.3;2:36:17.103;16:07:20.665;0:39.286;1:03.804;0:35.239;266.2;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;58;2:16.176;0;;38.994;0;1:02.183;0;34.999;0;185.2;2:38:33.279;16:09:36.841;0:38.994;1:02.183;0:34.999;268.9;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;59;2:18.921;0;;39.422;0;1:03.915;0;35.584;0;181.5;2:40:52.200;16:11:55.762;0:39.422;1:03.915;0:35.584;269.6;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;60;2:16.441;0;;39.161;0;1:02.250;0;35.030;0;184.8;2:43:08.641;16:14:12.203;0:39.161;1:02.250;0:35.030;266.9;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;61;2:16.356;0;;39.012;0;1:02.315;0;35.029;0;184.9;2:45:24.997;16:16:28.559;0:39.012;1:02.315;0:35.029;268.2;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;62;2:17.118;0;;39.081;0;1:02.618;0;35.419;0;183.9;2:47:42.115;16:18:45.677;0:39.081;1:02.618;0:35.419;268.2;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;63;2:17.973;0;;39.272;0;1:03.500;0;35.201;0;182.7;2:50:00.088;16:21:03.650;0:39.272;1:03.500;0:35.201;266.9;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;64;2:17.789;0;;39.688;0;1:02.573;0;35.528;0;183.0;2:52:17.877;16:23:21.439;0:39.688;1:02.573;0:35.528;266.9;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;65;2:17.253;0;;39.167;0;1:02.814;0;35.272;0;183.7;2:54:35.130;16:25:38.692;0:39.167;1:02.814;0:35.272;267.6;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;66;2:17.048;0;;39.089;0;1:02.749;0;35.210;0;184.0;2:56:52.178;16:27:55.740;0:39.089;1:02.749;0:35.210;268.2;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;67;2:17.931;0;;39.245;0;1:03.254;0;35.432;0;182.8;2:59:10.109;16:30:13.671;0:39.245;1:03.254;0:35.432;270.2;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;68;2:19.871;0;;40.105;0;1:03.983;0;35.783;0;180.3;3:01:29.980;16:32:33.542;0:40.105;1:03.983;0:35.783;257.4;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;69;2:24.159;0;B;39.128;0;1:03.643;0;41.388;0;174.9;3:03:54.139;16:34:57.701;0:39.128;1:03.643;0:41.388;269.6;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;2;70;3:08.206;0;;1:30.523;0;1:02.827;0;34.856;0;134.0;3:07:02.345;16:38:05.907;1:30.523;1:02.827;0:34.856;259.2;Harry TINCKNELL;0:01:01.831;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;2;71;2:15.874;0;;39.329;0;1:01.837;0;34.708;1;185.6;3:09:18.219;16:40:21.781;0:39.329;1:01.837;0:34.708;254.4;Harry TINCKNELL;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;2;72;2:16.051;0;;38.867;1;1:01.809;1;35.375;0;185.3;3:11:34.270;16:42:37.832;0:38.867;1:01.809;0:35.375;268.2;Harry TINCKNELL;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;2;73;2:15.792;0;;39.081;0;1:01.889;0;34.822;0;185.7;3:13:50.062;16:44:53.624;0:39.081;1:01.889;0:34.822;267.6;Harry TINCKNELL;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;2;74;2:15.930;0;;38.918;0;1:02.003;0;35.009;0;185.5;3:16:05.992;16:47:09.554;0:38.918;1:02.003;0:35.009;267.6;Harry TINCKNELL;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;2;75;2:16.500;0;;39.518;0;1:02.007;0;34.975;0;184.7;3:18:22.492;16:49:26.054;0:39.518;1:02.007;0:34.975;266.2;Harry TINCKNELL;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;2;76;2:16.840;0;;39.015;0;1:02.772;0;35.053;0;184.3;3:20:39.332;16:51:42.894;0:39.015;1:02.772;0:35.053;268.9;Harry TINCKNELL;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;2;77;2:29.964;0;B;39.824;0;1:03.150;0;46.990;0;168.1;3:23:09.296;16:54:12.858;0:39.824;1:03.150;0:46.990;264.3;Harry TINCKNELL;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;2;78;3:08.000;0;;1:14.725;0;1:13.904;0;39.371;0;134.1;3:26:17.296;16:57:20.858;1:14.725;1:13.904;0:39.371;226.2;Harry TINCKNELL;0:00:43.764;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;2;79;2:36.178;0;;43.174;0;1:13.712;0;39.292;0;161.4;3:28:53.474;16:59:57.036;0:43.174;1:13.712;0:39.292;226.7;Harry TINCKNELL;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;2;80;2:36.080;0;;43.044;0;1:13.606;0;39.430;0;161.5;3:31:29.554;17:02:33.116;0:43.044;1:13.606;0:39.430;230.6;Harry TINCKNELL;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;2;81;2:35.865;0;;42.717;0;1:14.017;0;39.131;0;161.8;3:34:05.419;17:05:08.981;0:42.717;1:14.017;0:39.131;225.8;Harry TINCKNELL;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;2;82;2:36.141;0;;42.663;0;1:13.678;0;39.800;0;161.5;3:36:41.560;17:07:45.122;0:42.663;1:13.678;0:39.800;236.6;Harry TINCKNELL;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;2;83;2:37.073;0;;43.137;0;1:14.076;0;39.860;0;160.5;3:39:18.633;17:10:22.195;0:43.137;1:14.076;0:39.860;238.7;Harry TINCKNELL;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;2;84;2:36.277;0;;42.956;0;1:14.185;0;39.136;0;161.3;3:41:54.910;17:12:58.472;0:42.956;1:14.185;0:39.136;243.0;Harry TINCKNELL;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;2;85;2:36.285;0;;42.966;0;1:13.907;0;39.412;0;161.3;3:44:31.195;17:15:34.757;0:42.966;1:13.907;0:39.412;218.0;Harry TINCKNELL;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;2;86;2:37.250;0;;42.936;0;1:13.932;0;40.382;0;160.3;3:47:08.445;17:18:12.007;0:42.936;1:13.932;0:40.382;237.1;Harry TINCKNELL;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;2;87;2:36.211;0;;42.965;0;1:13.716;0;39.530;0;161.4;3:49:44.656;17:20:48.218;0:42.965;1:13.716;0:39.530;238.2;Harry TINCKNELL;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;2;88;2:42.270;0;B;42.807;0;1:14.239;0;45.224;0;155.4;3:52:26.926;17:23:30.488;0:42.807;1:14.239;0:45.224;233.0;Harry TINCKNELL;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;2;89;3:21.685;0;;1:18.817;0;1:23.905;0;38.963;0;125.0;3:55:48.611;17:26:52.173;1:18.817;1:23.905;0:38.963;210.8;Harry TINCKNELL;0:00:45.631;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;2;90;2:39.714;0;;43.985;0;1:17.881;0;37.848;0;157.9;3:58:28.325;17:29:31.887;0:43.985;1:17.881;0:37.848;206.4;Harry TINCKNELL;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;2;91;2:35.498;0;;43.312;0;1:14.505;0;37.681;0;162.2;4:01:03.823;17:32:07.385;0:43.312;1:14.505;0:37.681;218.0;Harry TINCKNELL;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;2;92;2:30.050;0;;42.001;0;1:11.119;0;36.930;0;168.0;4:03:33.873;17:34:37.435;0:42.001;1:11.119;0:36.930;224.8;Harry TINCKNELL;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;2;93;2:25.577;0;;41.921;0;1:07.837;0;35.819;0;173.2;4:05:59.450;17:37:03.012;0:41.921;1:07.837;0:35.819;230.1;Harry TINCKNELL;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;2;94;2:24.232;0;;41.024;0;1:06.863;0;36.345;0;174.8;4:08:23.682;17:39:27.244;0:41.024;1:06.863;0:36.345;258.0;Harry TINCKNELL;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;2;95;2:34.332;0;;42.381;0;1:09.704;0;42.247;0;163.4;4:10:58.014;17:42:01.576;0:42.381;1:09.704;0:42.247;253.2;Harry TINCKNELL;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;2;96;3:02.250;0;B;46.435;0;1:25.176;0;50.639;0;138.3;4:14:00.264;17:45:03.826;0:46.435;1:25.176;0:50.639;205.6;Harry TINCKNELL;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;2;97;3:07.778;0;;1:15.200;0;1:12.789;0;39.789;0;134.3;4:17:08.042;17:48:11.604;1:15.200;1:12.789;0:39.789;229.6;Harry TINCKNELL;0:00:43.554;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;2;98;3:02.735;0;;49.597;0;1:25.423;0;47.715;0;138.0;4:20:10.777;17:51:14.339;0:49.597;1:25.423;0:47.715;156.6;Harry TINCKNELL;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;2;99;3:09.478;0;;52.368;0;1:26.219;0;50.891;0;133.1;4:23:20.255;17:54:23.817;0:52.368;1:26.219;0:50.891;185.9;Harry TINCKNELL;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;2;100;4:54.904;0;;1:37.005;0;1:59.652;0;1:18.247;0;85.5;4:28:15.159;17:59:18.721;1:37.005;1:59.652;1:18.247;104.7;Harry TINCKNELL;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;2;101;3:49.335;0;;1:13.541;0;1:36.967;0;58.827;0;109.9;4:32:04.494;18:03:08.056;1:13.541;1:36.967;0:58.827;121.6;Harry TINCKNELL;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;2;102;3:37.451;0;;1:07.786;0;1:29.158;0;1:00.507;0;116.0;4:35:41.945;18:06:45.507;1:07.786;1:29.158;1:00.507;160.3;Harry TINCKNELL;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;2;103;3:25.689;0;B;55.331;0;1:27.503;0;1:02.855;0;122.6;4:39:07.634;18:10:11.196;0:55.331;1:27.503;1:02.855;166.5;Harry TINCKNELL;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;104;3:37.131;0;;1:37.890;0;1:18.515;0;40.726;0;116.1;4:42:44.765;18:13:48.327;1:37.890;1:18.515;0:40.726;223.0;Andy PRIAULX;0:01:04.331;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;105;3:15.675;0;;55.398;0;1:20.194;0;1:00.083;0;128.9;4:46:00.440;18:17:04.002;0:55.398;1:20.194;1:00.083;141.6;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;106;2:50.249;0;;45.586;0;1:21.770;0;42.893;0;148.1;4:48:50.689;18:19:54.251;0:45.586;1:21.770;0:42.893;180.0;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;107;2:42.568;0;;44.580;0;1:18.157;0;39.831;0;155.1;4:51:33.257;18:22:36.819;0:44.580;1:18.157;0:39.831;195.2;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;108;2:37.598;0;;43.811;0;1:14.432;0;39.355;0;160.0;4:54:10.855;18:25:14.417;0:43.811;1:14.432;0:39.355;202.9;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;109;2:37.133;0;;43.165;0;1:14.401;0;39.567;0;160.5;4:56:47.988;18:27:51.550;0:43.165;1:14.401;0:39.567;223.4;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;110;2:36.456;0;;42.771;0;1:14.213;0;39.472;0;161.2;4:59:24.444;18:30:28.006;0:42.771;1:14.213;0:39.472;241.9;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;111;2:36.419;0;;42.958;0;1:13.641;0;39.820;0;161.2;5:02:00.863;18:33:04.425;0:42.958;1:13.641;0:39.820;235.1;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;112;2:36.703;0;;42.830;0;1:14.222;0;39.651;0;160.9;5:04:37.566;18:35:41.128;0:42.830;1:14.222;0:39.651;227.2;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;113;2:35.957;0;;42.895;0;1:13.440;0;39.622;0;161.7;5:07:13.523;18:38:17.085;0:42.895;1:13.440;0:39.622;226.2;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;114;2:36.617;0;;42.653;0;1:13.788;0;40.176;0;161.0;5:09:50.140;18:40:53.702;0:42.653;1:13.788;0:40.176;242.4;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;115;2:35.798;0;;42.577;0;1:13.558;0;39.663;0;161.8;5:12:25.938;18:43:29.500;0:42.577;1:13.558;0:39.663;236.6;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;116;2:37.222;0;;42.784;0;1:14.826;0;39.612;0;160.4;5:15:03.160;18:46:06.722;0:42.784;1:14.826;0:39.612;235.6;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;117;2:39.469;0;;43.327;0;1:15.161;0;40.981;0;158.1;5:17:42.629;18:48:46.191;0:43.327;1:15.161;0:40.981;224.8;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;118;2:51.108;0;;45.913;0;1:21.025;0;44.170;0;147.4;5:20:33.737;18:51:37.299;0:45.913;1:21.025;0:44.170;215.9;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;119;4:22.994;0;;58.256;0;1:56.476;0;1:28.262;0;95.9;5:24:56.731;18:56:00.293;0:58.256;1:56.476;1:28.262;184.9;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;120;5:11.566;0;;1:31.476;0;2:10.227;0;1:29.863;0;80.9;5:30:08.297;19:01:11.859;1:31.476;2:10.227;1:29.863;77.3;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;121;4:19.550;0;;1:40.822;0;1:37.144;0;1:01.584;0;97.1;5:34:27.847;19:05:31.409;1:40.822;1:37.144;1:01.584;75.8;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;122;3:34.750;0;;1:05.812;0;1:30.696;0;58.242;0;117.4;5:38:02.597;19:09:06.159;1:05.812;1:30.696;0:58.242;125.7;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;123;3:24.137;0;;1:01.603;0;1:26.998;0;55.536;0;123.5;5:41:26.734;19:12:30.296;1:01.603;1:26.998;0:55.536;164.4;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
67;1;124;3:26.841;0;;53.850;0;1:31.645;0;1:01.346;0;121.9;5:44:53.575;19:15:57.137;0:53.850;1:31.645;1:01.346;158.0;Andy PRIAULX;;LMGTE Pro;;Ford Chip Ganassi Team UK;Ford;
7;1;1;2:00.155;0;;33.767;0;56.631;0;29.757;0;206.2;2:00.155;13:33:03.717;0:33.767;0:56.631;0:29.757;299.3;Mike CONWAY;;LMP1;H;Toyota Gazoo Racing;Toyota;
7;1;2;1:58.383;0;;33.613;0;55.228;0;29.542;0;213.0;3:58.538;13:35:02.100;0:33.613;0:55.228;0:29.542;301.8;Mike CONWAY;;LMP1;H;Toyota Gazoo Racing;Toyota;
7;1;3;2:14.361;0;B;36.637;0;57.067;0;40.657;0;187.7;6:12.899;13:37:16.461;0:36.637;0:57.067;0:40.657;272.3;Mike CONWAY;;LMP1;H;Toyota Gazoo Racing;Toyota;
7;1;4;3:01.189;0;;1:15.549;0;1:09.746;0;35.894;0;139.2;9:14.088;13:40:17.650;1:15.549;1:09.746;0:35.894;238.2;Mike CONWAY;0:00:46.246;LMP1;H;Toyota Gazoo Racing;Toyota;
7;1;5;2:25.328;0;;38.574;0;1:11.313;0;35.441;0;173.5;11:39.416;13:42:42.978;0:38.574;1:11.313;0:35.441;215.0;Mike CONWAY;;LMP1;H;Toyota Gazoo Racing;Toyota;
7;1;6;2:25.265;0;;39.563;0;1:09.505;0;36.197;0;173.6;14:04.681;13:45:08.243;0:39.563;1:09.505;0:36.197;239.7;Mike CONWAY;;LMP1;H;Toyota Gazoo Racing;Toyota;
7;1;7;2:24.954;0;;38.424;0;1:10.540;0;35.990;0;173.9;16:29.635;13:47:33.197;0:38.424;1:10.540;0:35.990;231.0;Mike CONWAY;;LMP1;H;Toyota Gazoo Racing;Toyota;
7;1;8;2:25.886;0;;38.878;0;1:10.640;0;36.368;0;172.8;18:55.521;13:49:59.083;0:38.878;1:10.640;0:36.368;232.5;Mike CONWAY;;LMP1;H;Toyota Gazoo Racing;Toyota;
7;1;9;2:23.859;0;;37.852;0;1:10.444;0;35.563;0;175.3;21:19.380;13:52:22.942;0:37.852;1:10.444;0:35.563;244.1;Mike CONWAY;;LMP1;H;Toyota Gazoo Racing;Toyota;
7;1;10;2:26.943;0;;37.752;0;1:10.585;0;38.606;0;171.6;23:46.323;13:54:49.885;0:37.752;1:10.585;0:38.606;222.5;Mike CONWAY;;LMP1;H;Toyota Gazoo Racing;Toyota;
7;1;11;4:21.490;0;;1:22.865;0;1:48.569;0;1:10.056;0;96.4;28:07.813;13:59:11.375;1:22.865;1:48.569;1:10.056;75.4;Mike CONWAY;;LMP1;H;Toyota Gazoo Racing;Toyota;
7;1;12;4:18.327;0;;1:28.348;0;1:46.369;0;1:03.610;0;97.6;32:26.140;14:03:29.702;1:28.348;1:46.369;1:03.610;106.4;Mike CONWAY;;LMP1;H;Toyota Gazoo Racing;Toyota;
7;1;13;3:49.741;0;;1:10.124;0;1:41.581;0;58.036;0;109.8;36:15.881;14:07:19.443;1:10.124;1:41.581;0:58.036;124.4;Mike CONWAY;;LMP1;H;Toyota Gazoo Racing;Toyota;
7;1;14;3:27.181;0;;1:01.609;0;1:34.905;0;50.667;0;121.7;39:43.062;14:10:46.624;1:01.609;1:34.905;0:50.667;140.2;Mike CONWAY;;LMP1;H;Toyota Gazoo Racing;Toyota;
7;1;15;3:13.789;0;;51.755;0;1:32.593;0;49.441;0;130.1;42:56.851;14:14:00.413;0:51.755;1:32.593;0:49.441;193.2;Mike CONWAY;;LMP1;H;Toyota Gazoo Racing;Toyota;
7;1;16;3:09.270;0;;51.147;0;1:30.124;0;47.999;0;133.2;46:06.121;14:17:09.683;0:51.147;1:30.124;0:47.999;162.9;Mike CONWAY;;LMP1;H;Toyota Gazoo Racing;Toyota;
7;1;17;3:18.846;0;;51.535;0;1:33.159;0;54.152;0;126.8;49:24.967;14:20:28.529;0:51.535;1:33.159;0:54.152;164.7;Mike CONWAY;;LMP1;H;Toyota Gazoo Racing;Toyota;
7;1;18;2:19.578;0;;36.783;0;1:08.462;0;34.333;0;180.6;51:44.545;14:22:48.107;0:36.783;1:08.462;0:34.333;238.2;Mike CONWAY;;LMP1;H;Toyota Gazoo Racing;Toyota;
7;1;19;2:19.256;0;;35.825;0;1:06.838;0;36.593;0;181.1;54:03.801;14:25:07.363;0:35.825;1:06.838;0:36.593;264.3;Mike CONWAY;;LMP1;H;Toyota Gazoo Racing;Toyota;
7;1;20;2:18.143;0;;36.271;0;1:07.684;0;34.188;0;182.5;56:21.944;14:27:25.506;0:36.271;1:07.684;0:34.188;262.4;Mike CONWAY;;LMP1;H;Toyota Gazoo Racing;Toyota;
7;1;21;2:17.472;0;;35.801;0;1:07.611;0;34.060;0;183.4;58:39.416;14:29:42.978;0:35.801;1:07.611;0:34.060;272.9;Mike CONWAY;;LMP1;H;Toyota Gazoo Racing;Toyota;
7;1;22;2:17.600;0;;36.085;0;1:07.175;0;34.340;0;183.2;1:00:57.016;14:32:00.578;0:36.085;1:07.175;0:34.340;253.8;Mike CONWAY;;LMP1;H;Toyota Gazoo Racing;Toyota;
7;1;23;2:32.519;0;;36.836;0;1:09.707;0;45.976;0;165.3;1:03:29.535;14:34:33.097;0:36.836;1:09.707;0:45.976;248.0;Mike CONWAY;;LMP1;H;Toyota Gazoo Racing;Toyota;
7;1;24;4:30.101;0;;1:20.976;0;1:54.184;0;1:14.941;0;93.4;1:07:59.636;14:39:03.198;1:20.976;1:54.184;1:14.941;71.4;Mike CONWAY;;LMP1;H;Toyota Gazoo Racing;Toyota;
7;1;25;4:08.801;0;;1:27.979;0;1:52.474;0;48.348;0;101.3;1:12:08.437;14:43:11.999;1:27.979;1:52.474;0:48.348;107.2;Mike CONWAY;;LMP1;H;Toyota Gazoo Racing;Toyota;
7;1;26;3:03.805;0;;50.661;0;1:26.247;0;46.897;0;137.2;1:15:12.242;14:46:15.804;0:50.661;1:26.247;0:46.897;194.2;Mike CONWAY;;LMP1;H;Toyota Gazoo Racing;Toyota;
7;1;27;3:00.301;0;;49.994;0;1:24.006;0;46.301;0;139.8;1:18:12.543;14:49:16.105;0:49.994;1:24.006;0:46.301;181.5;Mike CONWAY;;LMP1;H;Toyota Gazoo Racing;Toyota;
7;1;28;3:03.922;0;B;52.065;0;1:21.467;0;50.390;0;137.1;1:21:16.465;14:52:20.027;0:52.065;1:21.467;0:50.390;177.1;Mike CONWAY;;LMP1;H;Toyota Gazoo Racing;Toyota;
7;1;29;3:10.379;0;;1:25.423;0;1:10.783;0;34.173;0;132.4;1:24:26.844;14:55:30.406;1:25.423;1:10.783;0:34.173;195.9;Mike CONWAY;0:00:56.199;LMP1;H;Toyota Gazoo Racing;Toyota;
7;1;30;2:15.499;0;;35.696;0;1:08.413;0;31.390;0;186.1;1:26:42.343;14:57:45.905;0:35.696;1:08.413;0:31.390;225.8;Mike CONWAY;;LMP1;H;Toyota Gazoo Racing;Toyota;
7;1;31;2:08.208;0;;35.121;0;1:02.985;0;30.102;0;196.7;1:28:50.551;14:59:54.113;0:35.121;1:02.985;0:30.102;250.3;Mike CONWAY;;LMP1;H;Toyota Gazoo Racing;Toyota;
7;1;32;2:04.092;0;;33.981;0;1:00.456;0;29.655;0;203.2;1:30:54.643;15:01:58.205;0:33.981;1:00.456;0:29.655;273.6;Mike CONWAY;;LMP1;H;Toyota Gazoo Racing;Toyota;
