NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;
1;3;128;3:30.830;0;;56.905;0;1:39.581;0;54.344;0;119.6;5:37:46.462;19:08:50.024;0:56.905;1:39.581;0:54.344;187.8;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;129;3:24.839;0;;52.942;0;1:38.465;0;53.432;0;123.1;5:41:11.301;19:12:14.863;0:52.942;1:38.465;0:53.432;152.6;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;130;3:32.892;0;;50.582;0;1:43.437;0;58.873;0;118.4;5:44:44.193;19:15:47.755;0:50.582;1:43.437;0:58.873;188.5;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
11;3;1;2:05.631;0;;37.247;0;57.103;0;31.281;0;197.2;2:05.631;13:33:09.193;0:37.247;0:57.103;0:31.281;282.9;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;2;2:00.443;0;;34.836;0;54.590;0;31.017;0;209.3;4:06.074;13:35:09.636;0:34.836;0:54.590;0:31.017;276.4;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;3;2:08.686;0;;38.716;0;55.103;0;34.867;0;195.9;6:14.760;13:37:18.322;0:38.716;0:55.103;0:34.867;282.9;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;4;2:43.188;0;B;43.613;0;1:12.563;0;47.012;0;154.5;8:57.948;13:40:01.510;0:43.613;1:12.563;0:47.012;232.5;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;5;3:04.800;0;;1:17.436;0;1:10.607;0;36.757;0;136.4;12:02.748;13:43:06.310;1:17.436;1:10.607;0:36.757;237.1;Stoffel VANDOORNE;0:00:48.570;LMP1;;SMP Racing;BR Engineering;
11;3;6;2:25.457;0;;39.203;0;1:09.578;0;36.676;0;173.3;14:28.205;13:45:31.767;0:39.203;1:09.578;0:36.676;239.7;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;7;2:26.225;0;;39.087;0;1:09.461;0;37.677;0;172.4;16:54.430;13:47:57.992;0:39.087;1:09.461;0:37.677;233.5;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;8;2:28.411;0;;41.315;0;1:10.940;0;36.156;0;169.9;19:22.841;13:50:26.403;0:41.315;1:10.940;0:36.156;204.5;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;9;2:28.087;0;;39.090;0;1:10.980;0;38.017;0;170.3;21:50.928;13:52:54.490;0:39.090;1:10.980;0:38.017;232.5;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;10;2:25.737;0;;38.701;0;1:09.658;0;37.378;0;173.0;24:16.665;13:55:20.227;0:38.701;1:09.658;0:37.378;248.0;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;11;3:59.543;0;;1:00.679;0;1:47.219;0;1:11.645;0;105.3;28:16.208;13:59:19.770;1:00.679;1:47.219;1:11.645;96.8;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;12;4:13.891;0;;1:25.194;0;1:44.072;0;1:04.625;0;99.3;32:30.099;14:03:33.661;1:25.194;1:44.072;1:04.625;90.1;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;13;3:49.809;0;;1:09.677;0;1:40.875;0;59.257;0;109.7;36:19.908;14:07:23.470;1:09.677;1:40.875;0:59.257;144.7;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;14;3:26.870;0;;1:01.333;0;1:33.610;0;51.927;0;121.9;39:46.778;14:10:50.340;1:01.333;1:33.610;0:51.927;110.3;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;15;3:13.597;0;;52.585;0;1:30.169;0;50.843;0;130.2;43:00.375;14:14:03.937;0:52.585;1:30.169;0:50.843;163.4;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;16;3:08.559;0;;50.885;0;1:29.050;0;48.624;0;133.7;46:08.934;14:17:12.496;0:50.885;1:29.050;0:48.624;167.7;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;17;3:18.564;0;;50.827;0;1:33.411;0;54.326;0;127.0;49:27.498;14:20:31.060;0:50.827;1:33.411;0:54.326;158.2;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;18;2:23.610;0;;39.115;0;1:08.955;0;35.540;0;175.6;51:51.108;14:22:54.670;0:39.115;1:08.955;0:35.540;199.9;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;19;2:21.848;0;;37.878;0;1:08.492;0;35.478;0;177.8;54:12.956;14:25:16.518;0:37.878;1:08.492;0:35.478;248.0;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;20;2:20.006;0;;37.494;0;1:06.218;0;36.294;0;180.1;56:32.962;14:27:36.524;0:37.494;1:06.218;0:36.294;264.3;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;21;2:18.273;0;;37.615;0;1:05.850;0;34.808;0;182.4;58:51.235;14:29:54.797;0:37.615;1:05.850;0:34.808;255.0;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;22;2:18.361;0;;37.483;0;1:05.936;0;34.942;0;182.2;1:01:09.596;14:32:13.158;0:37.483;1:05.936;0:34.942;254.4;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;23;2:44.352;0;;38.272;0;1:11.708;0;54.372;0;153.4;1:03:53.948;14:34:57.510;0:38.272;1:11.708;0:54.372;250.3;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;24;4:09.731;0;;59.469;0;1:53.590;0;1:16.672;0;101.0;1:08:03.679;14:39:07.241;0:59.469;1:53.590;1:16.672;81.7;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;25;4:07.145;0;;1:25.867;0;1:52.674;0;48.604;0;102.0;1:12:10.824;14:43:14.386;1:25.867;1:52.674;0:48.604;105.8;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;26;3:03.502;0;;49.974;0;1:26.009;0;47.519;0;137.4;1:15:14.326;14:46:17.888;0:49.974;1:26.009;0:47.519;183.7;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;27;3:06.001;0;B;50.222;0;1:23.177;0;52.602;0;135.6;1:18:20.327;14:49:23.889;0:50.222;1:23.177;0:52.602;184.3;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;28;3:33.967;0;;1:43.665;0;1:11.610;0;38.692;0;117.8;1:21:54.294;14:52:57.856;1:43.665;1:11.610;0:38.692;208.8;Stoffel VANDOORNE;0:01:11.045;LMP1;;SMP Racing;BR Engineering;
11;3;29;2:25.725;0;;41.554;0;1:07.329;0;36.842;0;173.0;1:24:20.019;14:55:23.581;0:41.554;1:07.329;0:36.842;212.9;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;30;2:13.773;0;;37.027;0;1:03.223;0;33.523;0;188.5;1:26:33.792;14:57:37.354;0:37.027;1:03.223;0:33.523;273.6;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;31;2:08.173;0;;35.791;0;59.887;0;32.495;0;196.7;1:28:41.965;14:59:45.527;0:35.791;0:59.887;0:32.495;285.9;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;32;2:08.558;0;;35.782;0;59.335;0;33.441;0;196.1;1:30:50.523;15:01:54.085;0:35.782;0:59.335;0:33.441;263.0;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;33;2:09.034;0;;35.573;0;1:01.139;0;32.322;0;195.4;1:32:59.557;15:04:03.119;0:35.573;1:01.139;0:32.322;275.0;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;34;2:10.579;0;;39.071;0;58.913;0;32.595;0;193.1;1:35:10.136;15:06:13.698;0:39.071;0:58.913;0:32.595;270.9;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;35;2:16.021;0;B;36.637;0;59.301;0;40.083;0;185.4;1:37:26.157;15:08:29.719;0:36.637;0:59.301;0:40.083;275.0;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;36;2:37.284;0;;1:11.204;0;55.109;0;30.971;2;160.3;1:40:03.441;15:11:07.003;1:11.204;0:55.109;0:30.971;280.0;Stoffel VANDOORNE;0:00:46.394;LMP1;;SMP Racing;BR Engineering;
11;3;37;2:00.542;0;;34.296;0;54.987;0;31.259;0;209.2;1:42:03.983;15:13:07.545;0:34.296;0:54.987;0:31.259;277.1;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;38;2:01.864;0;;34.450;0;53.956;0;33.458;0;206.9;1:44:05.847;15:15:09.409;0:34.450;0:53.956;0:33.458;285.2;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;39;1:59.765;0;;34.695;0;53.927;0;31.143;0;210.5;1:46:05.612;15:17:09.174;0:34.695;0:53.927;0:31.143;282.9;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;40;2:10.318;0;;35.729;0;1:00.853;0;33.736;0;193.5;1:48:15.930;15:19:19.492;0:35.729;1:00.853;0:33.736;282.9;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;41;2:02.590;0;;34.474;0;56.946;0;31.170;0;205.7;1:50:18.520;15:21:22.082;0:34.474;0:56.946;0:31.170;285.2;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;42;2:03.927;0;;35.666;0;56.599;0;31.662;0;203.5;1:52:22.447;15:23:26.009;0:35.666;0:56.599;0:31.662;284.4;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;43;1:59.474;2;;34.315;0;53.870;2;31.289;0;211.0;1:54:21.921;15:25:25.483;0:34.315;0:53.870;0:31.289;285.2;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;44;2:03.415;0;;35.542;0;55.277;0;32.596;0;204.3;1:56:25.336;15:27:28.898;0:35.542;0:55.277;0:32.596;283.7;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;45;4:07.457;0;B;36.037;0;2:03.075;0;1:28.345;0;101.9;2:00:32.793;15:31:36.355;0:36.037;2:03.075;1:28.345;229.1;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;46;3:35.804;0;;2:01.157;0;1:02.097;0;32.550;0;116.8;2:04:08.597;15:35:12.159;2:01.157;1:02.097;0:32.550;213.7;Stoffel VANDOORNE;0:00:48.656;LMP1;;SMP Racing;BR Engineering;
11;3;47;2:03.418;0;;35.065;0;56.406;0;31.947;0;204.3;2:06:12.015;15:37:15.577;0:35.065;0:56.406;0:31.947;282.9;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;48;2:01.748;0;;34.385;0;55.924;0;31.439;0;207.1;2:08:13.763;15:39:17.325;0:34.385;0:55.924;0:31.439;283.7;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;49;1:59.842;0;;34.374;0;54.036;0;31.432;0;210.4;2:10:13.605;15:41:17.167;0:34.374;0:54.036;0:31.432;301.0;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;50;2:01.777;0;;34.581;0;55.815;0;31.381;0;207.1;2:12:15.382;15:43:18.944;0:34.581;0:55.815;0:31.381;282.2;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;51;2:08.032;0;;35.825;0;59.048;0;33.159;0;196.9;2:14:23.414;15:45:26.976;0:35.825;0:59.048;0:33.159;272.3;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;52;5:03.805;0;;1:31.325;0;2:07.596;0;1:24.884;0;83.0;2:19:27.219;15:50:30.781;1:31.325;2:07.596;1:24.884;80.0;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;53;2:21.743;0;;54.338;0;55.978;0;31.427;0;177.9;2:21:48.962;15:52:52.524;0:54.338;0:55.978;0:31.427;278.6;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;54;2:01.052;0;;34.827;0;54.728;0;31.497;0;208.3;2:23:50.014;15:54:53.576;0:34.827;0:54.728;0:31.497;284.4;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;55;2:02.230;0;;34.540;0;56.250;0;31.440;0;206.3;2:25:52.244;15:56:55.806;0:34.540;0:56.250;0:31.440;280.7;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;56;2:02.011;0;;35.028;0;55.556;0;31.427;0;206.7;2:27:54.255;15:58:57.817;0:35.028;0:55.556;0:31.427;298.5;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;57;2:00.807;0;;35.042;0;54.487;0;31.278;0;208.7;2:29:55.062;16:00:58.624;0:35.042;0:54.487;0:31.278;287.4;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;58;2:02.605;0;;34.499;0;55.862;0;32.244;0;205.7;2:31:57.667;16:03:01.229;0:34.499;0:55.862;0:32.244;283.7;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;59;2:03.238;0;;34.685;0;55.986;0;32.567;0;204.6;2:34:00.905;16:05:04.467;0:34.685;0:55.986;0:32.567;282.9;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;60;2:05.543;0;;36.112;0;58.052;0;31.379;0;200.8;2:36:06.448;16:07:10.010;0:36.112;0:58.052;0:31.379;281.5;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;61;2:05.692;0;;34.499;0;58.362;0;32.831;0;200.6;2:38:12.140;16:09:15.702;0:34.499;0:58.362;0:32.831;286.7;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;62;2:01.021;0;;34.818;0;53.946;0;32.257;0;208.3;2:40:13.161;16:11:16.723;0:34.818;0:53.946;0:32.257;285.2;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;63;2:00.263;0;;34.391;0;54.846;0;31.026;0;209.7;2:42:13.424;16:13:16.986;0:34.391;0:54.846;0:31.026;285.2;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;3;64;2:06.097;0;B;34.283;2;54.477;0;37.337;0;200.0;2:44:19.521;16:15:23.083;0:34.283;0:54.477;0:37.337;300.2;Stoffel VANDOORNE;;LMP1;;SMP Racing;BR Engineering;
11;2;65;2:59.858;0;;1:29.454;0;58.326;0;32.078;0;140.2;2:47:19.379;16:18:22.941;1:29.454;0:58.326;0:32.078;275.0;Vitaly PETROV;0:01:04.775;LMP1;;SMP Racing;BR Engineering;
11;2;66;2:03.221;0;;35.735;0;56.136;0;31.350;1;204.6;2:49:22.600;16:20:26.162;0:35.735;0:56.136;0:31.350;277.1;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;67;2:03.027;0;;34.819;0;55.382;0;32.826;0;204.9;2:51:25.627;16:22:29.189;0:34.819;0:55.382;0:32.826;270.2;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;68;2:01.941;0;;35.179;0;55.040;0;31.722;0;206.8;2:53:27.568;16:24:31.130;0:35.179;0:55.040;0:31.722;276.4;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;69;2:03.751;0;;34.834;0;57.135;0;31.782;0;203.7;2:55:31.319;16:26:34.881;0:34.834;0:57.135;0:31.782;261.7;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;70;2:01.288;0;;34.856;0;54.965;1;31.467;0;207.9;2:57:32.607;16:28:36.169;0:34.856;0:54.965;0:31.467;270.2;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;71;2:02.954;0;;34.820;0;56.663;0;31.471;0;205.1;2:59:35.561;16:30:39.123;0:34.820;0:56.663;0:31.471;263.0;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;72;2:03.048;0;;34.946;0;56.605;0;31.497;0;204.9;3:01:38.609;16:32:42.171;0:34.946;0:56.605;0:31.497;264.9;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;73;2:07.121;0;;36.711;0;58.729;0;31.681;0;198.3;3:03:45.730;16:34:49.292;0:36.711;0:58.729;0:31.681;298.5;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;74;2:02.342;0;;35.037;0;55.226;0;32.079;0;206.1;3:05:48.072;16:36:51.634;0:35.037;0:55.226;0:32.079;263.0;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;75;2:02.507;0;;35.016;0;55.864;0;31.627;0;205.8;3:07:50.579;16:38:54.141;0:35.016;0:55.864;0:31.627;263.6;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;76;2:03.310;0;;35.143;0;56.663;0;31.504;0;204.5;3:09:53.889;16:40:57.451;0:35.143;0:56.663;0:31.504;260.5;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;77;2:09.080;0;B;35.166;0;56.311;0;37.603;0;195.3;3:12:02.969;16:43:06.531;0:35.166;0:56.311;0:37.603;270.9;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;78;2:17.313;0;;47.429;0;57.290;0;32.594;0;183.6;3:14:20.282;16:45:23.844;0:47.429;0:57.290;0:32.594;299.3;Vitaly PETROV;0:00:23.371;LMP1;;SMP Racing;BR Engineering;
11;2;79;2:02.440;0;;34.520;0;55.448;0;32.472;0;205.9;3:16:22.722;16:47:26.284;0:34.520;0:55.448;0:32.472;292.9;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;80;2:02.628;0;;34.390;1;56.281;0;31.957;0;205.6;3:18:25.350;16:49:28.912;0:34.390;0:56.281;0:31.957;285.2;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;81;2:02.758;0;;34.950;0;55.445;0;32.363;0;205.4;3:20:28.108;16:51:31.670;0:34.950;0:55.445;0:32.363;282.9;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;82;2:13.932;0;B;35.176;0;57.321;0;41.435;0;188.3;3:22:42.040;16:53:45.602;0:35.176;0:57.321;0:41.435;300.2;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;83;3:21.140;0;;1:33.592;0;1:09.891;0;37.657;0;125.4;3:26:03.180;16:57:06.742;1:33.592;1:09.891;0:37.657;250.3;Vitaly PETROV;0:01:05.589;LMP1;;SMP Racing;BR Engineering;
11;2;84;2:23.453;0;;38.278;0;1:09.628;0;35.547;0;175.8;3:28:26.633;16:59:30.195;0:38.278;1:09.628;0:35.547;261.7;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;85;2:21.552;0;;38.353;0;1:07.624;0;35.575;0;178.1;3:30:48.185;17:01:51.747;0:38.353;1:07.624;0:35.575;256.8;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;86;2:23.063;0;;38.166;0;1:09.258;0;35.639;0;176.2;3:33:11.248;17:04:14.810;0:38.166;1:09.258;0:35.639;250.8;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;87;2:23.136;0;;38.221;0;1:09.385;0;35.530;0;176.2;3:35:34.384;17:06:37.946;0:38.221;1:09.385;0:35.530;246.3;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;88;2:22.476;0;;38.280;0;1:08.046;0;36.150;0;177.0;3:37:56.860;17:09:00.422;0:38.280;1:08.046;0:36.150;266.2;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;89;2:22.857;0;;37.741;0;1:09.397;0;35.719;0;176.5;3:40:19.717;17:11:23.279;0:37.741;1:09.397;0:35.719;267.6;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;90;2:23.047;0;;38.068;0;1:09.394;0;35.585;0;176.3;3:42:42.764;17:13:46.326;0:38.068;1:09.394;0:35.585;244.1;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;91;2:21.974;0;;38.046;0;1:08.220;0;35.708;0;177.6;3:45:04.738;17:16:08.300;0:38.046;1:08.220;0:35.708;258.0;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;92;2:20.230;0;;37.986;0;1:07.048;0;35.196;0;179.8;3:47:24.968;17:18:28.530;0:37.986;1:07.048;0:35.196;263.6;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;93;2:25.982;0;;38.011;0;1:09.664;0;38.307;0;172.7;3:49:50.950;17:20:54.512;0:38.011;1:09.664;0:38.307;255.6;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;94;2:23.166;0;;39.065;0;1:08.928;0;35.173;0;176.1;3:52:14.116;17:23:17.678;0:39.065;1:08.928;0:35.173;243.0;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;95;2:22.577;0;;38.584;0;1:08.481;0;35.512;0;176.8;3:54:36.693;17:25:40.255;0:38.584;1:08.481;0:35.512;243.5;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;96;2:21.892;0;;38.465;0;1:09.017;0;34.410;0;177.7;3:56:58.585;17:28:02.147;0:38.465;1:09.017;0:34.410;242.4;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;97;2:20.022;0;;38.749;0;1:06.446;0;34.827;0;180.1;3:59:18.607;17:30:22.169;0:38.749;1:06.446;0:34.827;253.2;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;98;2:18.655;0;;38.183;0;1:06.120;0;34.352;0;181.8;4:01:37.262;17:32:40.824;0:38.183;1:06.120;0:34.352;249.1;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;99;2:18.516;0;;38.238;0;1:05.641;0;34.637;0;182.0;4:03:55.778;17:34:59.340;0:38.238;1:05.641;0:34.637;243.5;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;100;2:25.015;0;B;38.312;0;1:04.773;0;41.930;0;173.9;4:06:20.793;17:37:24.355;0:38.312;1:04.773;0:41.930;253.8;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;101;3:12.134;0;;1:32.458;0;1:03.472;0;36.204;0;131.2;4:09:32.927;17:40:36.489;1:32.458;1:03.472;0:36.204;254.4;Vitaly PETROV;0:01:05.072;LMP1;;SMP Racing;BR Engineering;
11;2;102;2:21.888;0;;39.173;0;1:06.372;0;36.343;0;177.7;4:11:54.815;17:42:58.377;0:39.173;1:06.372;0:36.343;253.2;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;103;2:22.979;0;;38.986;0;1:08.327;0;35.666;0;176.3;4:14:17.794;17:45:21.356;0:38.986;1:08.327;0:35.666;255.6;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;104;2:23.265;0;;38.854;0;1:07.934;0;36.477;0;176.0;4:16:41.059;17:47:44.621;0:38.854;1:07.934;0:36.477;261.1;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;105;2:55.787;0;;44.980;0;1:22.032;0;48.775;0;143.4;4:19:36.846;17:50:40.408;0:44.980;1:22.032;0:48.775;194.5;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;106;3:32.482;0;;56.932;0;1:32.607;0;1:02.943;0;118.7;4:23:09.328;17:54:12.890;0:56.932;1:32.607;1:02.943;146.8;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;107;5:02.671;0;;1:40.971;0;2:04.098;0;1:17.602;0;83.3;4:28:11.999;17:59:15.561;1:40.971;2:04.098;1:17.602;89.9;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;108;3:50.547;0;;1:12.854;0;1:38.221;0;59.472;0;109.4;4:32:02.546;18:03:06.108;1:12.854;1:38.221;0:59.472;124.1;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;109;3:37.152;0;;1:04.416;0;1:31.954;0;1:00.782;0;116.1;4:35:39.698;18:06:43.260;1:04.416;1:31.954;1:00.782;145.1;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;110;3:19.392;0;;53.098;0;1:29.188;0;57.106;0;126.5;4:38:59.090;18:10:02.652;0:53.098;1:29.188;0:57.106;173.7;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;111;3:20.109;0;;56.805;0;1:28.160;0;55.144;0;126.0;4:42:19.199;18:13:22.761;0:56.805;1:28.160;0:55.144;165.7;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;112;3:30.401;0;;51.502;0;1:35.360;0;1:03.539;0;119.8;4:45:49.600;18:16:53.162;0:51.502;1:35.360;1:03.539;176.5;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;113;2:42.990;0;;45.179;0;1:18.369;0;39.442;0;154.7;4:48:32.590;18:19:36.152;0:45.179;1:18.369;0:39.442;192.1;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;114;2:31.115;0;;40.522;0;1:13.003;0;37.590;0;166.9;4:51:03.705;18:22:07.267;0:40.522;1:13.003;0:37.590;210.8;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;115;2:31.031;0;;40.084;0;1:13.565;0;37.382;0;166.9;4:53:34.736;18:24:38.298;0:40.084;1:13.565;0:37.382;196.3;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;116;2:29.156;0;;40.375;0;1:12.174;0;36.607;0;169.0;4:56:03.892;18:27:07.454;0:40.375;1:12.174;0:36.607;193.2;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;117;2:26.869;0;;39.140;0;1:11.118;0;36.611;0;171.7;4:58:30.761;18:29:34.323;0:39.140;1:11.118;0:36.611;201.8;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;118;2:24.423;0;;39.024;0;1:09.398;0;36.001;0;174.6;5:00:55.184;18:31:58.746;0:39.024;1:09.398;0:36.001;260.5;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;119;2:26.746;0;;38.781;0;1:11.549;0;36.416;0;171.8;5:03:21.930;18:34:25.492;0:38.781;1:11.549;0:36.416;263.6;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;120;2:22.693;0;;38.314;0;1:08.721;0;35.658;0;176.7;5:05:44.623;18:36:48.185;0:38.314;1:08.721;0:35.658;269.6;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
11;2;121;2:22.489;0;;38.092;0;1:08.817;0;35.580;0;177.0;5:08:07.112;18:39:10.674;0:38.092;1:08.817;0:35.580;272.3;Vitaly PETROV;;LMP1;;SMP Racing;BR Engineering;
